General Standards,Remarks,Test Case ID,Title,Project Initiative,Priority,Automatability,Automation Status,Testing Type,Status,Testing Phase,Pre Conditions,Test Steps,Expected Result
Passed,,C1509715,"[WEB]Verify the SMS notification after successful approval by the Unbinding Operator for Alipay merchants with 1,000 mobile numbers.",CXM Service Guarantee - Correction,2,Automatable,Not Started,web,New,"BE Regression, Sprint Testing","1. The Gcash app is accessible.
2. The SDK should already be enabled for the programming of mobile applications.
3. The Gcash user Fully Verified (L3)
4. Should be connected to GP
5. Should have an access in GCBizadmin
6. Check the template for Test data need https://docs.google.com/spreadsheets/d/12hvkJg3WAdN2hzgMCCykOAHfLD8TiYGoLeI_-Ne95ag/edit#gid=1766939058
7. Created 1,000 mobtels
8. Adjustment Operator account","1. Login to Transaction Query Portal
2. Click the ACCOUNT UNBINDING DROPDOWN
3. Choose BULK UNBINDING
4. Choose ALipay merchant in dropdown
5. Click the Bulk Upload File field to Upload csv file for unbinding
6. Select cvs file with 1000 mobtels, click next
7. Put a NOTE/or skip
8. Submit the Unbinding Request
9. While waiting for 5secs, copy the unbinding request id
10. Query the unbinding ticket
11. Click Aprove Link
12. On pop-up confirmation, click yes
13. While waiting for 5secs, copy the unbinding request id
14. Check SMS notification in mobile device","Customer should receive sms like this
Spiel:
""Your GCash request to unlink from your subscribed merchant has been successfully completed. Your GCash account will no longer be charged for the merchant fee."""
Passed,,C1509716,[WEB]Validate if Unbinding Operator can approve Unbinding Request of Non-Alipay Merchant with 1000 mobtels,CXM Service Guarantee - Correction,2,Automatable,Not Started,web,New,"BE Regression, Sprint Testing","1. The Gcash app is accessible.
2. The SDK should already be enabled for the programming of mobile applications.
3. The Gcash user Fully Verified (L3)
4. Should be connected to GP
5. Should have an access in GCBizadmin
6. Check the template for Test data need https://docs.google.com/spreadsheets/d/12hvkJg3WAdN2hzgMCCykOAHfLD8TiYGoLeI_-Ne95ag/edit#gid=1766939058
7. Created 1,000 mobtels
8. Adjustment Operator account","1. Change the netAuthId (UNIQUE EVERY TRANSACTION) http://uat.m.gcash.com/gcash-merchants-auth/index.html?acqSiteId=2071216300000000&clientId=2018062511204800000679&merchantId=2163400000000013&merchantName=temp%20merchantName&netAuthId=20210106190435443557643424437438283439126&paySiteId=1022170000000000000&redirectUrl=https%3A%2F%2Fopen-id-pre.alipay.com%2Fapi%2Falipay%2Fchannel%2Fgn%2Fgcashmini%2Fbinding-callback.htm&scopes=AGREEMENT_PAY&terminalType=WEB&signature=uNAUv4JUZoq9x2jut%2F0xsExeCVGMICGvFR3rMvB%2F9j9WYMr1U5HNYDYfLFzmh%2B%2FsPUSGfGcfjDRqQwk%2BgS0431JtQL1JgoGDneKlde7Jl7aYaTC%2BPgB6tNkwDfK0qzHR2yzEJSKLRHcvAnvufEGXsKgP9PVIHalnklaXh1NjhnuR0uuLCj2qroFDbFJzODv9%2BzpLvBJUHM1AlWing0wJrxh7knfrwwdFuvKGW9QXy6%2BKm5eVDmB5QJ%2FrHk7K4sBrklexYygOPeyGFrOdSU4ha62YFpTwC%2BTQ963f42dg6Q2al7dwalywNLPDonmxwWa515RrTp5tRMkL6FNrqGsHlA%3D%3D
2. On google, right click inspect element then paste this
3. On google inspect element, click the network (make sure that the preserve log is checked)
4. Input number
5. Tap ""Authorize"" to proceed with account linking.
6. Wait for the text message confirming your linked GCash account.
7. Copy the URL
8. on inspect element network, find the binding-callback.htm?state=null&authCode=
9. Open the API collection for Lazada Msite
10. Open [New SIT] ApplyToken request
11. On [New SIT] ApplyToken, paste the auth code
12. Copy the access token in the response
13. Paste access token to [New SIT] AgreementPay request
14. click send, on response should be success","After successfully approving the Unbinding request it should redirect to the new page. Redirect to new screen “Success Approve screen”
Show the success page and the generated transaction reference number.
Sample:
Congratulations!
You have successfully approved ticket ID
After 5 secs, it should be redirecting to “Unbinding Query” Page"
Passed,,C1509717,[WEB]Validate if Unbinding Operator can query and open approved unbinding request of Non-Alipay Merchant with 1000 mobtels,CXM Service Guarantee - Correction,2,Automatable,Not Started,web,New,"BE Regression, Sprint Testing","1. The Gcash app is accessible.
2. The SDK should already be enabled for the programming of mobile applications.
3. The Gcash user Fully Verified (L3)
4. Should be connected to GP
5. Should have an access in GCBizadmin
6. Check the template for Test data need https://docs.google.com/spreadsheets/d/12hvkJg3WAdN2hzgMCCykOAHfLD8TiYGoLeI_-Ne95ag/edit#gid=1766939058
7. Created 1,000 mobtels
8. Adjustment Operator account","1. Login to Transaction Query Portal
2. Click the ACCOUNT UNBINDING DROPDOWN
3. Choose BULK UNBINDING
4. Choose ALip;ay merchant dropdown
5. Click the Bulk Upload File field to Upload csv file for unbinding
6. Put a NOTE
7. Submit the Unbinding Request
8. While waiting for 5secs, copy the unbinding request id
9. Query the unbinding ticket
10. Click Aprove Link
11. On pop-up confirmation, click yes
12. While waiting for 5secs, copy the unbinding request id
13. Query the unbinding ticket
14. Open the Request
15. Check the details","Check the status of the ticket details in unbinding query. On Unbinding Query search list, fields and values should be correctly displayed.
Unbinding ticket should be hyperlink
File name should be the file name of the uploaded file
Merchant should be the merchant chosen in Bulk unbinding.
Uploaded Date should be the Date and time when the file is uploaded
format sample (Jan 14 2026 16:54:00)
Upload by should be the name of who uploaded the file
Format sample (Mikkan-Marquinez)
Status should be “COMPLETED”
Button should be “DOWNLOAD” only
When unbinding ticket clicked, it should redirected to new page “Unbinding Details Page”. On Unbinding Details, fields and values should be correctly displayed.
Section title “Ticket
”
Section Body fields
Filename should be the file name of the uploaded file
Merchant should be the merchant chosen in Bulk unbinding.
Uploaded Timestamp should be the Date and time when the file is uploaded
format sample (Jan 14 2026 16:54:00)
Upload by should be the name and email of who uploaded the file
Format sample (Mikkan-Marquinez
nmarquinez@77global.biz
)
Total Entries should be the count of mobtels inside the file
Status should be COMPLETED
Response Code and Response Message should be -
Buttons should be present “Download and Back”
Records every page is 10 only
Should have pagination
1st Section tab is “Entries Details”
Merchant should be the merchant chosen in Bulk unbinding.
Zendesk_Ticket should be the value in the raw file
Mobile Number should be the value in the raw file
Remarks default value is OK
Status should be Success
2nd Section tab is Notes
if you put notes in Bulk Unbinding it should have fetch the inputted value
if you did not put note in Bulk Unbinding default value should be “Not Provided”"
Passed,,C1509718,"[WEB]Verify the SMS notification after successful approval by the Unbinding Operator for Non-Alipay merchants with 1,000 mobile numbers.",CXM Service Guarantee - Correction,2,Automatable,Not Started,web,New,"BE Regression, Sprint Testing","1. The Gcash app is accessible.
2. The SDK should already be enabled for the programming of mobile applications.
3. The Gcash user Fully Verified (L3)
4. Should be connected to GP
5. Should have an access in GCBizadmin
6. Check the template for Test data need https://docs.google.com/spreadsheets/d/12hvkJg3WAdN2hzgMCCykOAHfLD8TiYGoLeI_-Ne95ag/edit#gid=1766939058
7. Created 1,000 mobtels
8. Adjustment Operator account","1. Login to Transaction Query Portal
2. Click the ACCOUNT UNBINDING DROPDOWN
3. Choose BULK UNBINDING
4. Choose ALip;ay merchant dropdown
5. Click the Bulk Upload File field to Upload csv file for unbinding
6. Put a NOTE
7. Submit the Unbinding Request
8. While waiting for 5secs, copy the unbinding request id
9. Query the unbinding ticket
10. Click Aprove Link
11. On pop-up confirmation, click yes
12. While waiting for 5secs, copy the unbinding request id
13. Query the unbinding ticket
14. Open the Request
15. Check the details","Customer should receive sms like this
Spiel:
""Your GCash request to unlink from your subscribed merchant has been successfully completed. Your GCash account will no longer be charged for the merchant fee."""
Passed,,C1509722,[WEB]Validate if Unbinding Approver can reject Unbinding Request of Alipay Merchant with 1000 mobtels,CXM Service Guarantee - Correction,2,Automatable,Not Started,web,New,"BE Regression, Sprint Testing","1. The Gcash app is accessible.
2. The SDK should already be enabled for the programming of mobile applications.
3. The Gcash user Fully Verified (L3)
4. Should be connected to GP
5. Should have an access in GCBizadmin
6. Check the template for Test data need https://docs.google.com/spreadsheets/d/12hvkJg3WAdN2hzgMCCykOAHfLD8TiYGoLeI_-Ne95ag/edit#gid=1766939058
7. Template must have 10 mobtels
8. Adjustment Approver account""","1. Login to Transaction Query Portal
2. Click the ACCOUNT UNBINDING DROPDOWN
3. Choose BULK UNBINDING
4. Choose ALipay merchant in dropdown
5. Click the Bulk Upload File field to Upload csv file for unbinding
6. Select cvs file with 10 mobtels, click next
7. Put a NOTE
8. Submit the Unbinding Request
9. While waiting for 5secs, copy the unbinding request id
10. Query the unbinding ticket
11. Click Reject Link
12. On pop-up confirmation, click yes
13. wait for ""Unbing request has been rejected"" screen","After successfully rejecting the Unbinding request it should redirect to the new page. Redirect to new screen “Success Reject screen”
Show the success page and the generated transaction reference number.
Sample:
Congratulations!
Unbinding request for
has been rejected
After 5 secs, it should be redirecting to “Unbinding Query” Page"
Passed,,C1509723,[WEB]Validate if Unbinding Approver can query and open rejected unbinding request of Alipay Merchant with 1000 mobtels,CXM Service Guarantee - Correction,2,Automatable,Not Started,web,New,"BE Regression, Sprint Testing","1. The Gcash app is accessible.
2. The SDK should already be enabled for the programming of mobile applications.
3. The Gcash user Fully Verified (L3)
4. Should be connected to GP
5. Should have an access in GCBizadmin
6. Check the template for Test data need https://docs.google.com/spreadsheets/d/12hvkJg3WAdN2hzgMCCykOAHfLD8TiYGoLeI_-Ne95ag/edit#gid=1766939058
7. Template must have 10 mobtels
8. Adjustment Approver account""","1. Login to Transaction Query Portal
2. Click the ACCOUNT UNBINDING DROPDOWN
3. Choose BULK UNBINDING
4. Choose ALipay merchant in dropdown
5. Click the Bulk Upload File field to Upload csv file for unbinding
6. Select cvs file with 1000 mobtels, click next
7. Put a NOTE
8. Submit the Unbinding Request
9. While waiting for 5secs, copy the unbinding request id
10. Query the unbinding ticket
11. Click Aprove Link
12. On pop-up confirmation, click yes
13. wait for ""Unbing request has been rejected"" screen
14. Query the unbinding ticket
15. Check status if rejected
16. Open the Request
17. Check the details if initiated","Check the status of the ticket details in unbinding query. On Unbinding Query search list, fields and values should be correctly displayed.
Unbinding ticket should be hyperlink
File name should be the file name of the uploaded file
Merchant should be the merchant chosen in Bulk unbinding.
Uploaded Date should be the Date and time when the file is uploaded
format sample (Jan 14 2026 16:54:00)
Upload by should be the name of who uploaded the file
Format sample (Mikkan-Marquinez)
Status should be “REJECTED”
Button should be “DOWNLOAD” only
When unbinding ticket clicked, it should redirected to new page “Unbinding Details Page”. On Unbinding Details, fields and values should be correctly displayed.
Section title “Ticket
”
Section Body fields
Filename should be the file name of the uploaded file
Merchant should be the merchant chosen in Bulk unbinding.
Uploaded Timestamp should be the Date and time when the file is uploaded
format sample (Jan 14 2026 16:54:00)
Upload by should be the name and email of who uploaded the file
Format sample (Mikkan-Marquinez
nmarquinez@77global.biz
)
Total Entries should be the count of mobtels inside the file
Status should be REJECTED
Response Code and Response Message should be -
Buttons should be present “Download and Back”
Records every page is 10 only
Should have pagination
1st Section tab is “Entries Details”
Merchant should be the merchant chosen in Bulk unbinding.
Zendesk_Ticket should be the value in the raw file
Mobile Number should be the value in the raw file
Remarks default value is OK
Status should be Initiated
2nd Section tab is Notes
if you put notes in Bulk Unbinding it should have fetch the inputted value
if you did not put note in Bulk Unbinding default value should be “Not Provided”
3rd Section tab is Operation Log
Button should be present “Download Logs”
Action should have “Initiated, View, Approve and Completed”
Username should be the one who upload, view, approved, completed and rejected
Sample Format (Mikkan-Marquinez
nmarquinez@77global.biz
)
Timestamp should be the date and time action done
format sample (Jan 14 2026 16:54:00)
Remarks and Status default value is -
Records every page is 10 only
Should have pagination"
Passed,,C1509724,[WEB]Validate if Unbinding Approver can reject Unbinding Request of Non-Alipay Merchant with 1000 mobtels,CXM Service Guarantee - Correction,2,Automatable,Not Started,web,New,"BE Regression, Sprint Testing","1. The Gcash app is accessible.
2. The SDK should already be enabled for the programming of mobile applications.
3. The Gcash user Fully Verified (L3)
4. Should be connected to GP
5. Should have an access in GCBizadmin
6. Check the template for Test data need https://docs.google.com/spreadsheets/d/12hvkJg3WAdN2hzgMCCykOAHfLD8TiYGoLeI_-Ne95ag/edit#gid=1766939058
7. Template must have 10 mobtels
8. Adjustment Approver account""","1. Login to Transaction Query Portal
2. Click the ACCOUNT UNBINDING DROPDOWN
3. Choose BULK UNBINDING
4. Choose non-ALipay merchant in dropdown
5. Click the Bulk Upload File field to Upload csv file for unbinding
6. Select cvs file with 10 mobtels, click next
7. Put a NOTE
8. Submit the Unbinding Request
9. While waiting for 5secs, copy the unbinding request id
10. Query the unbinding ticket
11. Click Reject Link
12. On pop-up confirmation, click yes
13. wait for ""Unbing request has been rejected"" screen","After successfully rejecting the Unbinding request it should redirect to the new page. Redirect to new screen “Success Reject screen”
Show the success page and the generated transaction reference number.
Sample:
Congratulations!
Unbinding request for
has been rejected
After 5 secs, it should be redirecting to “Unbinding Query” Page"
Passed,,C1509725,[WEB]Validate if Unbinding Approver can query and open rejected unbinding request of Non-Alipay Merchant with 1000 mobtels,CXM Service Guarantee - Correction,2,Automatable,Not Started,web,New,"BE Regression, Sprint Testing","1. The Gcash app is accessible.
2. The SDK should already be enabled for the programming of mobile applications.
3. The Gcash user Fully Verified (L3)
4. Should be connected to GP
5. Should have an access in GCBizadmin
6. Check the template for Test data need https://docs.google.com/spreadsheets/d/12hvkJg3WAdN2hzgMCCykOAHfLD8TiYGoLeI_-Ne95ag/edit#gid=1766939058
7. Template must have 10 mobtels
8. Adjustment Approver account""","1. Login to Transaction Query Portal
2. Click the ACCOUNT UNBINDING DROPDOWN
3. Choose BULK UNBINDING
4. Choose non-ALipay merchant in dropdown
5. Click the Bulk Upload File field to Upload csv file for unbinding
6. Select cvs file with 1000 mobtels, click next
7. Put a NOTE
8. Submit the Unbinding Request
9. While waiting for 5secs, copy the unbinding request id
10. Query the unbinding ticket
11. Click Aprove Link
12. On pop-up confirmation, click yes
13. wait for ""Unbing request has been rejected"" screen
14. Query the unbinding ticket
15. Check status if rejected
16. Open the Request
17. Check the details if initiated","Check the status of the ticket details in unbinding query. On Unbinding Query search list, fields and values should be correctly displayed.
Unbinding ticket should be hyperlink
File name should be the file name of the uploaded file
Merchant should be the merchant chosen in Bulk unbinding.
Uploaded Date should be the Date and time when the file is uploaded
format sample (Jan 14 2026 16:54:00)
Upload by should be the name of who uploaded the file
Format sample (Mikkan-Marquinez)
Status should be “REJECTED”
Button should be “DOWNLOAD” only
When unbinding ticket clicked, it should redirected to new page “Unbinding Details Page”. On Unbinding Details, fields and values should be correctly displayed.
Section title “Ticket
”
Section Body fields
Filename should be the file name of the uploaded file
Merchant should be the merchant chosen in Bulk unbinding.
Uploaded Timestamp should be the Date and time when the file is uploaded
format sample (Jan 14 2026 16:54:00)
Upload by should be the name and email of who uploaded the file
Format sample (Mikkan-Marquinez
nmarquinez@77global.biz
)
Total Entries should be the count of mobtels inside the file
Status should be REJECTED
Response Code and Response Message should be -
Buttons should be present “Download and Back”
Records every page is 10 only
Should have pagination
1st Section tab is “Entries Details”
Merchant should be the merchant chosen in Bulk unbinding.
Zendesk_Ticket should be the value in the raw file
Mobile Number should be the value in the raw file
Remarks default value is OK
Status should be Initiated
2nd Section tab is Notes
if you put notes in Bulk Unbinding it should have fetch the inputted value
if you did not put note in Bulk Unbinding default value should be “Not Provided”
3rd Section tab is Operation Log
Button should be present “Download Logs”
Action should have “Initiated, View, Approve and Completed”
Username should be the one who upload, view, approved, completed and rejected
Sample Format (Mikkan-Marquinez
nmarquinez@77global.biz
)
Timestamp should be the date and time action done
format sample (Jan 14 2026 16:54:00)
Remarks and Status default value is -
Records every page is 10 only
Should have pagination"
Passed,,C1509728,[WEB]Validate if Unbinding Operator can reject Unbinding Request of Alipay Merchant with 1000 mobtels,CXM Service Guarantee - Correction,2,Automatable,Not Started,web,New,"BE Regression, Sprint Testing","1. The Gcash app is accessible.
2. The SDK should already be enabled for the programming of mobile applications.
3. The Gcash user Fully Verified (L3)
4. Should be connected to GP
5. Should have an access in GCBizadmin
6. Check the template for Test data need https://docs.google.com/spreadsheets/d/12hvkJg3WAdN2hzgMCCykOAHfLD8TiYGoLeI_-Ne95ag/edit#gid=1766939058
7. Template must have 10 mobtels
8. Adjustment Operator account""","1. Login to Transaction Query Portal
2. Click the ACCOUNT UNBINDING DROPDOWN
3. Choose BULK UNBINDING
4. Choose ALipay merchant in dropdown
5. Click the Bulk Upload File field to Upload csv file for unbinding
6. Select cvs file with 10 mobtels, click next
7. Put a NOTE
8. Submit the Unbinding Request
9. While waiting for 5secs, copy the unbinding request id
10. Query the unbinding ticket
11. Click Reject Link
12. On pop-up confirmation, click yes
13. wait for ""Unbing request has been rejected"" screen","After successfully rejecting the Unbinding request it should redirect to the new page. Redirect to new screen “Success Reject screen”
Show the success page and the generated transaction reference number.
Sample:
Congratulations!
Unbinding request for
has been rejected
After 5 secs, it should be redirecting to “Unbinding Query” Page"
Passed,,C1509729,[WEB]Validate if Unbinding Operator can query and open rejected unbinding request of Alipay Merchant with 1000 mobtels,CXM Service Guarantee - Correction,2,Automatable,Not Started,web,New,"BE Regression, Sprint Testing","1. The Gcash app is accessible.
2. The SDK should already be enabled for the programming of mobile applications.
3. The Gcash user Fully Verified (L3)
4. Should be connected to GP
5. Should have an access in GCBizadmin
6. Check the template for Test data need https://docs.google.com/spreadsheets/d/12hvkJg3WAdN2hzgMCCykOAHfLD8TiYGoLeI_-Ne95ag/edit#gid=1766939058
7. Template must have 10 mobtels
8. Adjustment Operator account""","1. Login to Transaction Query Portal
2. Click the ACCOUNT UNBINDING DROPDOWN
3. Choose BULK UNBINDING
4. Choose ALipay merchant in dropdown
5. Click the Bulk Upload File field to Upload csv file for unbinding
6. Select cvs file with 1000 mobtels, click next
7. Put a NOTE
8. Submit the Unbinding Request
9. While waiting for 5secs, copy the unbinding request id
10. Query the unbinding ticket
11. Click Aprove Link
12. On pop-up confirmation, click yes
13. wait for ""Unbing request has been rejected"" screen
14. Query the unbinding ticket
15. Check status if rejected
16. Open the Request
17. Check the details if initiated","Check the status of the ticket details in unbinding query. On Unbinding Query search list, fields and values should be correctly displayed.
Unbinding ticket should be hyperlink
File name should be the file name of the uploaded file
Merchant should be the merchant chosen in Bulk unbinding.
Uploaded Date should be the Date and time when the file is uploaded
format sample (Jan 14 2026 16:54:00)
Upload by should be the name of who uploaded the file
Format sample (Mikkan-Marquinez)
Status should be “REJECTED”
Button should be “DOWNLOAD” only
When unbinding ticket clicked, it should redirected to new page “Unbinding Details Page”. On Unbinding Details, fields and values should be correctly displayed.
Section title “Ticket
”
Section Body fields
Filename should be the file name of the uploaded file
Merchant should be the merchant chosen in Bulk unbinding.
Uploaded Timestamp should be the Date and time when the file is uploaded
format sample (Jan 14 2026 16:54:00)
Upload by should be the name and email of who uploaded the file
Format sample (Mikkan-Marquinez
nmarquinez@77global.biz
)
Total Entries should be the count of mobtels inside the file
Status should be REJECTED
Response Code and Response Message should be -
Buttons should be present “Download and Back”
Records every page is 10 only
Should have pagination
1st Section tab is “Entries Details”
Merchant should be the merchant chosen in Bulk unbinding.
Zendesk_Ticket should be the value in the raw file
Mobile Number should be the value in the raw file
Remarks default value is OK
Status should be Initiated
2nd Section tab is Notes
if you put notes in Bulk Unbinding it should have fetch the inputted value
if you did not put note in Bulk Unbinding default value should be “Not Provided”"
Passed,,C1509730,[WEB]Validate if Unbinding Operator can reject Unbinding Request of Non-Alipay Merchant with 1000 mobtels,CXM Service Guarantee - Correction,2,Automatable,Not Started,web,New,"BE Regression, Sprint Testing","1. The Gcash app is accessible.
2. The SDK should already be enabled for the programming of mobile applications.
3. The Gcash user Fully Verified (L3)
4. Should be connected to GP
5. Should have an access in GCBizadmin
6. Check the template for Test data need https://docs.google.com/spreadsheets/d/12hvkJg3WAdN2hzgMCCykOAHfLD8TiYGoLeI_-Ne95ag/edit#gid=1766939058
7. Template must have 10 mobtels
8. Adjustment Operator account""","1. Login to Transaction Query Portal
2. Click the ACCOUNT UNBINDING DROPDOWN
3. Choose BULK UNBINDING
4. Choose non-ALipay merchant in dropdown
5. Click the Bulk Upload File field to Upload csv file for unbinding
6. Select cvs file with 10 mobtels, click next
7. Put a NOTE
8. Submit the Unbinding Request
9. While waiting for 5secs, copy the unbinding request id
10. Query the unbinding ticket
11. Click Reject Link
12. On pop-up confirmation, click yes
13. wait for ""Unbing request has been rejected"" screen","After successfully rejecting the Unbinding request it should redirect to the new page. Redirect to new screen “Success Reject screen”
Show the success page and the generated transaction reference number.
Sample:
Congratulations!
Unbinding request for
has been rejected
After 5 secs, it should be redirecting to “Unbinding Query” Page"
Passed,,C1509731,[WEB]Validate if Unbinding Operator can query and open rejected unbinding request of Non-Alipay Merchant with 1000 mobtels,CXM Service Guarantee - Correction,2,Automatable,Not Started,web,New,"BE Regression, Sprint Testing","1. The Gcash app is accessible.
2. The SDK should already be enabled for the programming of mobile applications.
3. The Gcash user Fully Verified (L3)
4. Should be connected to GP
5. Should have an access in GCBizadmin
6. Check the template for Test data need https://docs.google.com/spreadsheets/d/12hvkJg3WAdN2hzgMCCykOAHfLD8TiYGoLeI_-Ne95ag/edit#gid=1766939058
7. Template must have 10 mobtels
8. Adjustment Operator account""","1. Login to Transaction Query Portal
2. Click the ACCOUNT UNBINDING DROPDOWN
3. Choose BULK UNBINDING
4. Choose non-ALipay merchant in dropdown
5. Click the Bulk Upload File field to Upload csv file for unbinding
6. Select cvs file with 1000 mobtels, click next
7. Put a NOTE
8. Submit the Unbinding Request
9. While waiting for 5secs, copy the unbinding request id
10. Query the unbinding ticket
11. Click Aprove Link
12. On pop-up confirmation, click yes
13. wait for ""Unbing request has been rejected"" screen
14. Query the unbinding ticket
15. Check status if rejected
16. Open the Request
17. Check the details if initiated","Check the status of the ticket details in unbinding query. On Unbinding Query search list, fields and values should be correctly displayed.
Unbinding ticket should be hyperlink
File name should be the file name of the uploaded file
Merchant should be the merchant chosen in Bulk unbinding.
Uploaded Date should be the Date and time when the file is uploaded
format sample (Jan 14 2026 16:54:00)
Upload by should be the name of who uploaded the file
Format sample (Mikkan-Marquinez)
Status should be “REJECTED”
Button should be “DOWNLOAD” only
When unbinding ticket clicked, it should redirected to new page “Unbinding Details Page”. On Unbinding Details, fields and values should be correctly displayed.
Section title “Ticket
”
Section Body fields
Filename should be the file name of the uploaded file
Merchant should be the merchant chosen in Bulk unbinding.
Uploaded Timestamp should be the Date and time when the file is uploaded
format sample (Jan 14 2026 16:54:00)
Upload by should be the name and email of who uploaded the file
Format sample (Mikkan-Marquinez
nmarquinez@77global.biz
)
Total Entries should be the count of mobtels inside the file
Status should be REJECTED
Response Code and Response Message should be -
Buttons should be present “Download and Back”
Records every page is 10 only
Should have pagination
1st Section tab is “Entries Details”
Merchant should be the merchant chosen in Bulk unbinding.
Zendesk_Ticket should be the value in the raw file
Mobile Number should be the value in the raw file
Remarks default value is OK
Status should be Initiated
2nd Section tab is Notes
if you put notes in Bulk Unbinding it should have fetch the inputted value
if you did not put note in Bulk Unbinding default value should be “Not Provided”"
